kupl1_ittc_ku_edu_arizona_nest,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.09,0.1,0.11,0.09,0.1,0.11,0.09,0.11,0.1,0.09,0.11,0.12,0.09,0.11,0.1,0.12,0.12,0.09,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.11,0.13,0.11,0.09,0.09,0.1,0.11,0.12,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.09,0.12,0.08,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.09,0.11,0.11,0.09,0.13,0.11,0.1,0.1,0.11,0.11,0.09,0.11,0.1,0.09,0.12,0.09,0.11,0.09,0.11,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.09,0.11,0.09,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.09,0.12,0.09,0.1,0.1,0.09,0.11,0.09,0.12,0.09,0.11,0.1,0.11,0.11,0.1,0.12,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.11,0.09,0.11,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09
planetlab1_eas_asu_edu_uw_oneswarm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0.17,0.15,0.16,0.14,0.17,0.18,0.17,0.18,0.18,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.13,0.13,0.14,0.13,0.15,0.12,0.14,0.14,0.14,0.16,0.13,0.13,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.15,0.11,0.13,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.13,0.11,0.1,0.13,0.12,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.15,0.17,0.15,0.17,0.16,0.16,0.18,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.18,0.16,0.17,0.15,0.15,0.15,0.16,0.16,0.14,0.17,0.15,0.19,0.17,0.18,0.18,0.2,0.19,0.19,0.17,0.17,0.16,0.17,0.19,0.16,0.2,0.16,0.2,0.18,0.18,0.16,0.16,0.16,0.14,0.17,0.14,0.15,0.14,0.14,0.12,0.12,0.11,0.1,0.09,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.06,0.05,0.06,0.06,0.06,0.07,0.08,0.08,0.07,0.08,0.06,0.07,0.07,0.07,0.08
pl2_grid_kiae_ru_princeton_codeen,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.07,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05
planetlab2_georgetown_edu_uw_oneswarm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16,0.17,0.17,0.15,0.15,0.13,0.11,0.13,0.12,0.12,0.13,0.12,0.1,0.13,0.11,0.12,0.15,0.14,0.13,0.14,0.16,0.14,0.15,0.17,0.14,0.15,0.14,0.08,0.15,0.14,0.12,0.16,0.13,0.12,0.13,0.11,0.13,0.15,0.13,0.13,0.16,0.15,0.12,0.15,0.1,0.12,0.14,0.11,0.1,0.11,0.07,0.14,0.12,0.07,0.11,0.09,0.08,0.09,0.08,0.1,0.13,0.12,0.12,0.12,0.14,0.14,0.13,0.14,0.12,0.11,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.1,0.09,0.08,0.08,0.09,0.11,0.12,0.11,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.14,0.12,0.15,0.17,0.14,0.17,0.19,0.14,0.19,0.17,0.16,0.18,0.14,0.14,0.16,0.12,0.15,0.14,0.13,0.17,0.14,0.13,0.14,0.1,0.11,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.17,0.16,0.15,0.17,0.15,0.13,0.17,0.17,0.16,0.16,0.15,0.17,0.18,0.15,0.19,0.18,0.16,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.17,0.14,0.16,0.17,0.16,0.16,0.17,0.15,0.14,0.18,0.19,0.18,0.18,0.16,0.17,0.19,0.18,0.19,0.19,0.2,0.21,0.2,0.22,0.2,0.2,0.21,0.21,0.22,0.23,0.21,0.21,0.23,0.22,0.2,0.2,0.22,0.22,0.22,0.21,0.22,0.16,0.19,0.23,0.2,0.18,0.18,0.18,0.13,0.09,0.1,0.11,0.12,0.12,0.1,0.11,0.12,0.12,0.12,0.13,0.12,0.09,0.12,0.08,0.07,0.12,0.11,0.08,0.1,0.09,0.08,0.09,0.07,0.08,0.11,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.07,0.08,0.1,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.08,0.07,0.1,0.07,0.07,0.07,0.07,0.07,0.07,0.07
planetlab02_just_edu_jo_irisaple_HEAP,-1,-1,-1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
kc-sce-plab2_umkc_edu_uw_oneswarm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.08,0.09,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1
planetlab1_tamu_edu_root,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16,0.11,0.15,0.42,0.1,0.21,0.2,0.06,0.1,0.43,0.3,0.2,0.18,0.33,0.1,0.17,0.22,0.19,0.08,0.08,0.1,0.03,0.16,0.23,0.11,0.15,0.14,0.12,0.11,0.1,0.06,0.12,0.11,0.11,0.07,0.32,0.12,0.33,0.25,0.13,0.08,0.37,0.42,0.12,0.15,0.27,0.17,0.15,0.36,0.09,0.1,0.1,0.01,0.04,0.09,0.17,0.38,0.09,0.12,0.21,0.42,0.12,0.14,0.32,0.11,0.09,0.1,0.3,0.09,0.09,0.23,0.24,0.14,0.19,0.23,0.36,0.09,0.29,0.35,0.19,0.22,0.49,0.3,0.24,0.26,0.26,0.17,0.1,0.05,0.09,0.17,0.29,0.16,0.11,0.17,0.28,0.2,0.13,0.03,0.08,0.1,0.24,0.34,0.1,0.12,0.39,0.16,0.15,0.21,0.17,0.09,0.1,0.14,0.13,0.16,0.21,0.07,0.36,0.2,0.16,0.3,0.41,0.13,0.13,0.31,0.12,0.14,0.26,0.49,0.13,0.11,0.21,0.26,0.11,0.14,0.14,0.03,0.12,0.16,0.37,0.18,0.11,0.23,0.46,0.13,0.12,0.07,0.42,0.12,0.15,0.06,0.31,0.14,0.39,0.19,0.33,0.11,0.16,0.23,0.16,0.12,0.37,0.24,0.38,0.14,0.37,0.44,0.27,0.13,0.07,0.26,0.18,0.4,0.21,0.26,0.19,0.25,0.25,0.35,0.27,0.2,0.14,0.37,0.13,0.14,0.37,0.14,0.13,0.29,0.25,0.09,0.14,0.15,0.58,0.22,0.09,0.23,0.42,0.1,0.22,0.36,0.07,0.16,0.14,0.11,0.15,0.15,0.36,0.28,0.17,0.22,0.2,0.33,0.19,0.21,0.2,0.21,0.16,0.18,0.5,0.18,0.13,0.21,0.37,0.18,0.25,0.4,0.07,0.08,0.28,0.23,0.15,0.24,0.16,0.3,0.09,0.23,0.38,0.12,0.21,0.51,0.2,0.19,0.39,0.29,0.08,0.22,0.3,0.1,0.17,0.2,0.16,0.23,0.28,0.53,0.23,0.14,0.11,0.35,0.02,0.13,0.14,0.33,0.14,0.39,0.13,0.2,0.09
inriarennes1_irisa_fr_uw_oneswarm,-1,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.04,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06
osiris_planetlab_cs_umd_edu_uka_p2pns,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.01,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
planetlab-2_cs_uic_edu_uw_oneswarm,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.08,0.08,0.06,0.08,0.08,0.08,0.09,0.07,0.1,0.1,0.11,0.1,0.1,0.07,0.1,0.1,0.08,0.11,0.08,0.09,0.08,0.08,0.11,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.09,0.09,0.08,0.08,0.08,0.07,0.1,0.1,0.11,0.11,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.14,0.15,0.14,0.11,0.13,0.14,0.13,0.14,0.13,0.11,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.14,0.14,0.13,0.12,0.14,0.11,0.12,0.15,0.14,0.14,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.13,0.15,0.11,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.14,0.15,0.14,0.13,0.11,0.11,0.11,0.13,0.12,0.13,0.13,0.09,0.12,0.12,0.13,0.17,0.14,0.13,0.13,0.11,0.14,0.13,0.12,0.14,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.11,0.14,0.11,0.13,0.11,0.11,0.14,0.12,0.13,0.11,0.1,0.09,0.11,0.11,0.12,0.13,0.09,0.13,0.12,0.1,0.13,0.1,0.1,0.12,0.11,0.12,0.12,0.1,0.12,0.13,0.12,0.13,0.12,0.1,0.13,0.13,0.12,0.14,0.11,0.12,0.13,0.11,0.13,0.1,0.09,0.1,0.11,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.08,0.09,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.09,0.07,0.08,0.08,0.06,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.06,0.07,0.09,0.08,0.08,0.06,0.06,0.07,0.06,0.06,0.08,0.08
